simulation_number,mutual_information,entropy,conditional_entropy,meZ,feZ,mB,mZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZeD,fMZyD,meB,myZ,feB,fyZ,mMZS,mMeZS,mMyZS,mMZeS,mMZyS,fMZS,fMeZS,fMyZS,fMZyS,myB,fyB,mF,mM,mFB,mFZ,mFyB,mFeB,mFeZ,mFyZ,fF,fM,fFB,fFZ,fFyB,fFeB,fFeZ,fFyZ,mMB,mMZ,mMeZ,mMyZ,mMeB,mMyB,fMB,fMZ,fMeZ,fMyZ,fMeB,fMyB
217,0.505215669959781,1.8288810170618504,1.3236653471020694,phupheri bahan,bahan,phuphera bhai,dīdī,dīdī,cacera bhai,mɔseri bahan,cacera bhai,phupheri bahan,bahan,mameri bahan,mɔsera bhai,mamera bhai,mamera bhai,mameri bahan,cacera bhai,choṭā bhāī,mamera bhai,phupheri bahan,mamera bhai,mameri bahan,mɔsera bhai,mameri bahan,cacera bhai,mamera bhai,choṭī bhan,phuphera bhai,choṭā bhāī,phupheri bahan,caceri bahan,caceri bahan,mɔseri bahan,mamera bhai,mamera bhai,phuphera bhai,phupheri bahan,caceri bahan,phuphera bhai,cacera bhai,caceri bahan,bhāī,phupheri bahan,mɔsera bhai,mɔsera bhai,mɔseri bahan,mɔsera bhai,choṭī bhan,mɔseri bahan,mɔseri bahan,phupheri bahan,mɔseri bahan,caceri bahan,mɔsera bhai,cacera bhai,mɔseri bahan,phuphera bhai,phuphera bhai,caceri bahan,cacera bhai,mɔsera bhai,phupheri bahan,mɔseri bahan,phuphera bhai,mamera bhai,baṛa bhai,phuphera bhai,caceri bahan,phupheri bahan,bhāī,phupheri bahan,mamera bhai,cacera bhai,mameri bahan,mɔseri bahan,mameri bahan,mɔsera bhai,phuphera bhai,mɔsera bhai,mɔseri bahan,mameri bahan,caceri bahan,caceri bahan,cacera bhai,phuphera bhai,mameri bahan,mamera bhai,mameri bahan,baṛa bhai,mameri bahan,cacera bhai,bāp,māmā,tāū,mātā,mausī,mausī,māmā,tāū,mausī,mausī,māmā,tāū,buā,mausī,bāp,māmā,māmā,buā,māmā,cācā,buā,mātā,buā,mausī,buā,tāū,buā,cācā
218,0.47973268777811606,1.8255234086235528,1.3457907208454367,cacera bhai,phuphera bhai,phupheri bahan,phuphera bhai,phuphera bhai,mameri bahan,bhāī,mɔsera bhai,phupheri bahan,cacera bhai,mɔseri bahan,mɔseri bahan,caceri bahan,caceri bahan,mamera bhai,phupheri bahan,mɔsera bhai,mɔsera bhai,cacera bhai,phuphera bhai,baṛa bhai,mameri bahan,dīdī,caceri bahan,phupheri bahan,mamera bhai,mameri bahan,cacera bhai,mɔseri bahan,choṭī bhan,phupheri bahan,phuphera bhai,mɔseri bahan,caceri bahan,caceri bahan,choṭā bhāī,mamera bhai,mamera bhai,mɔsera bhai,bahan,mameri bahan,phupheri bahan,mameri bahan,bhāī,mɔseri bahan,caceri bahan,phupheri bahan,caceri bahan,mɔsera bhai,mamera bhai,mɔseri bahan,cacera bhai,phuphera bhai,phuphera bhai,caceri bahan,mɔseri bahan,mɔsera bhai,mɔsera bhai,cacera bhai,phuphera bhai,phupheri bahan,cacera bhai,mamera bhai,choṭā bhāī,phuphera bhai,mamera bhai,mameri bahan,mɔsera bhai,mɔseri bahan,mɔseri bahan,mameri bahan,baṛa bhai,phuphera bhai,mameri bahan,bahan,mamera bhai,cacera bhai,choṭī bhan,phupheri bahan,dīdī,cacera bhai,mameri bahan,mamera bhai,phupheri bahan,mɔseri bahan,caceri bahan,cacera bhai,mɔsera bhai,mameri bahan,mamera bhai,tāū,tāū,mātā,buā,bāp,mausī,māmā,buā,buā,māmā,buā,buā,māmā,cācā,mausī,mātā,mausī,bāp,tāū,māmā,tāū,māmā,mausī,māmā,mausī,mausī,cācā,buā
219,0.4532655408750039,1.8593657085132813,1.4061001676382774,cacera bhai,phupheri bahan,phuphera bhai,phuphera bhai,mamera bhai,cacera bhai,phuphera bhai,mamera bhai,cacera bhai,mameri bahan,cacera bhai,cacera bhai,mɔseri bahan,caceri bahan,mamera bhai,cacera bhai,mɔsera bhai,phupheri bahan,caceri bahan,mamera bhai,mɔsera bhai,phuphera bhai,bhāī,caceri bahan,mamera bhai,mameri bahan,caceri bahan,mɔsera bhai,baṛa bhai,mamera bhai,phuphera bhai,mɔsera bhai,phupheri bahan,mameri bahan,mɔsera bhai,phuphera bhai,caceri bahan,mɔseri bahan,phuphera bhai,cacera bhai,phupheri bahan,phuphera bhai,phupheri bahan,baṛa bhai,phupheri bahan,dīdī,cacera bhai,phuphera bhai,mɔseri bahan,mamera bhai,dīdī,mɔseri bahan,mamera bhai,mɔseri bahan,phupheri bahan,cacera bhai,phupheri bahan,choṭā bhāī,choṭā bhāī,choṭī bhan,phuphera bhai,mameri bahan,caceri bahan,cacera bhai,bhāī,mɔsera bhai,bahan,bahan,mameri bahan,caceri bahan,mameri bahan,mɔseri bahan,mameri bahan,caceri bahan,mɔseri bahan,mɔsera bhai,choṭī bhan,mɔsera bhai,mɔsera bhai,phupheri bahan,mɔseri bahan,mamera bhai,mameri bahan,mɔseri bahan,caceri bahan,mɔseri bahan,mameri bahan,mamera bhai,phupheri bahan,mameri bahan,mausī,mātā,māmā,māmā,māmā,buā,mausī,mausī,māmā,tāū,buā,tāū,mausī,buā,tāū,mausī,bāp,buā,buā,mausī,bāp,māmā,tāū,cācā,buā,māmā,cācā,mātā
220,0.5497142468746419,1.8321102577568786,1.2823960108822368,caceri bahan,mɔsera bhai,mameri bahan,dīdī,choṭā bhāī,mamera bhai,mɔseri bahan,bhāī,baṛa bhai,cacera bhai,caceri bahan,caceri bahan,cacera bhai,caceri bahan,mameri bahan,phuphera bhai,phuphera bhai,phuphera bhai,choṭā bhāī,phupheri bahan,phupheri bahan,caceri bahan,phupheri bahan,cacera bhai,choṭī bhan,cacera bhai,mɔsera bhai,mameri bahan,mameri bahan,mɔsera bhai,mɔseri bahan,mamera bhai,mamera bhai,phupheri bahan,phupheri bahan,mamera bhai,mɔsera bhai,choṭī bhan,mɔsera bhai,mɔsera bhai,mameri bahan,mɔseri bahan,mameri bahan,mamera bhai,caceri bahan,mɔseri bahan,mamera bhai,cacera bhai,mameri bahan,phuphera bhai,cacera bhai,phuphera bhai,phuphera bhai,mamera bhai,cacera bhai,caceri bahan,dīdī,mɔsera bhai,bahan,mɔseri bahan,phupheri bahan,cacera bhai,cacera bhai,cacera bhai,mɔseri bahan,baṛa bhai,mamera bhai,mɔseri bahan,bhāī,mameri bahan,mɔseri bahan,phupheri bahan,phupheri bahan,phupheri bahan,mɔseri bahan,mameri bahan,caceri bahan,mɔsera bhai,phuphera bhai,mɔsera bhai,phuphera bhai,caceri bahan,bahan,phuphera bhai,phupheri bahan,mameri bahan,mamera bhai,phuphera bhai,mɔseri bahan,mamera bhai,māmā,mātā,māmā,buā,buā,mātā,tāū,māmā,māmā,tāū,mausī,mausī,māmā,buā,tāū,buā,cācā,mausī,bāp,tāū,mausī,māmā,buā,cācā,mausī,buā,mausī,bāp
221,0.43374806592964554,1.7773723323720838,1.3436242664424383,phuphera bhai,mɔseri bahan,mameri bahan,phuphera bhai,caceri bahan,mɔseri bahan,phupheri bahan,choṭī bhan,caceri bahan,mameri bahan,bahan,cacera bhai,cacera bhai,mameri bahan,mɔseri bahan,phuphera bhai,caceri bahan,mamera bhai,mɔsera bhai,cacera bhai,mameri bahan,mɔseri bahan,mɔseri bahan,cacera bhai,mɔsera bhai,cacera bhai,cacera bhai,choṭī bhan,mɔseri bahan,phuphera bhai,mɔsera bhai,phuphera bhai,mameri bahan,cacera bhai,cacera bhai,phuphera bhai,mɔseri bahan,phuphera bhai,baṛa bhai,phupheri bahan,mamera bhai,mameri bahan,bahan,phuphera bhai,mameri bahan,bhāī,caceri bahan,phupheri bahan,caceri bahan,mɔseri bahan,phupheri bahan,phupheri bahan,mɔsera bhai,baṛa bhai,caceri bahan,mɔsera bhai,phupheri bahan,caceri bahan,mɔseri bahan,mameri bahan,dīdī,mamera bhai,choṭā bhāī,cacera bhai,mɔsera bhai,caceri bahan,phupheri bahan,choṭā bhāī,mamera bhai,mamera bhai,mɔsera bhai,mamera bhai,mamera bhai,mamera bhai,dīdī,phupheri bahan,cacera bhai,phuphera bhai,phuphera bhai,mameri bahan,mamera bhai,phupheri bahan,phupheri bahan,mamera bhai,mameri bahan,mɔsera bhai,caceri bahan,bhāī,mɔseri bahan,mɔsera bhai,māmā,buā,bāp,māmā,tāū,cācā,mausī,cācā,buā,tāū,buā,māmā,buā,māmā,mausī,māmā,mausī,mausī,māmā,mātā,buā,tāū,mausī,buā,mausī,mātā,bāp,tāū
222,0.39943706258573486,1.80210640147577,1.402669338890035,mameri bahan,caceri bahan,mɔsera bhai,mɔseri bahan,mameri bahan,mɔseri bahan,mɔseri bahan,mamera bhai,phupheri bahan,cacera bhai,caceri bahan,mameri bahan,mɔsera bhai,phuphera bhai,phuphera bhai,caceri bahan,phupheri bahan,cacera bhai,mamera bhai,baṛa bhai,phupheri bahan,dīdī,mɔseri bahan,phupheri bahan,bhāī,mameri bahan,caceri bahan,choṭī bhan,mɔseri bahan,mameri bahan,phupheri bahan,mɔsera bhai,mamera bhai,phuphera bhai,mɔsera bhai,phupheri bahan,mameri bahan,mamera bhai,mɔseri bahan,mamera bhai,caceri bahan,phupheri bahan,mameri bahan,caceri bahan,phuphera bhai,phuphera bhai,mɔseri bahan,mameri bahan,phuphera bhai,mamera bhai,cacera bhai,bahan,cacera bhai,baṛa bhai,mameri bahan,phupheri bahan,dīdī,mamera bhai,caceri bahan,bhāī,mɔsera bhai,cacera bhai,mɔseri bahan,cacera bhai,phuphera bhai,phupheri bahan,mamera bhai,phuphera bhai,mɔsera bhai,phuphera bhai,choṭā bhāī,caceri bahan,mamera bhai,cacera bhai,mɔsera bhai,choṭī bhan,mɔsera bhai,mameri bahan,cacera bhai,mɔsera bhai,mɔseri bahan,cacera bhai,mamera bhai,caceri bahan,choṭā bhāī,mɔseri bahan,bahan,cacera bhai,phuphera bhai,phupheri bahan,mausī,māmā,buā,buā,tāū,mātā,buā,tāū,tāū,bāp,tāū,māmā,māmā,cācā,mausī,māmā,mausī,cācā,māmā,bāp,māmā,buā,mausī,buā,mausī,mātā,buā,mausī
223,0.49461493504204523,1.782337482806281,1.2877225477642358,mameri bahan,mamera bhai,bahan,mameri bahan,cacera bhai,choṭī bhan,phupheri bahan,cacera bhai,phupheri bahan,cacera bhai,caceri bahan,phuphera bhai,mɔseri bahan,mɔseri bahan,cacera bhai,bahan,cacera bhai,mɔseri bahan,phuphera bhai,phuphera bhai,mamera bhai,mɔseri bahan,phupheri bahan,baṛa bhai,caceri bahan,caceri bahan,phupheri bahan,mamera bhai,phupheri bahan,cacera bhai,choṭī bhan,mɔsera bhai,caceri bahan,mɔseri bahan,caceri bahan,phupheri bahan,mamera bhai,choṭā bhāī,mɔseri bahan,caceri bahan,mɔsera bhai,mɔseri bahan,mameri bahan,mɔsera bhai,mɔsera bhai,phuphera bhai,caceri bahan,cacera bhai,cacera bhai,phupheri bahan,baṛa bhai,mameri bahan,mɔseri bahan,mɔseri bahan,caceri bahan,phuphera bhai,phuphera bhai,dīdī,phuphera bhai,mɔsera bhai,mameri bahan,phuphera bhai,mɔsera bhai,mamera bhai,mameri bahan,mamera bhai,phupheri bahan,mamera bhai,bhāī,mameri bahan,mamera bhai,cacera bhai,choṭā bhāī,mameri bahan,mɔsera bhai,dīdī,mamera bhai,mameri bahan,phuphera bhai,cacera bhai,mɔseri bahan,mɔsera bhai,caceri bahan,mamera bhai,phupheri bahan,mɔsera bhai,bhāī,mameri bahan,phuphera bhai,phupheri bahan,tāū,māmā,māmā,mausī,cācā,bāp,tāū,tāū,māmā,buā,māmā,cācā,buā,tāū,mausī,māmā,māmā,buā,mausī,bāp,mātā,mātā,mausī,buā,buā,mausī,mausī,buā
224,0.4224409977647994,1.7992281334271616,1.3767871356623622,mamera bhai,caceri bahan,mameri bahan,mɔseri bahan,mamera bhai,phuphera bhai,cacera bhai,caceri bahan,mɔseri bahan,phupheri bahan,phuphera bhai,phuphera bhai,mɔsera bhai,choṭā bhāī,bahan,baṛa bhai,mɔsera bhai,mamera bhai,mameri bahan,mɔsera bhai,choṭī bhan,phupheri bahan,mɔsera bhai,mamera bhai,mɔseri bahan,phuphera bhai,mɔseri bahan,mameri bahan,caceri bahan,mɔseri bahan,caceri bahan,mameri bahan,caceri bahan,mamera bhai,phupheri bahan,mɔsera bhai,mameri bahan,phuphera bhai,choṭī bhan,mɔsera bhai,phuphera bhai,phupheri bahan,cacera bhai,bhāī,mɔseri bahan,caceri bahan,phupheri bahan,caceri bahan,mɔseri bahan,phuphera bhai,cacera bhai,mameri bahan,phupheri bahan,mameri bahan,mɔseri bahan,cacera bhai,phuphera bhai,mɔsera bhai,mamera bhai,phupheri bahan,phuphera bhai,cacera bhai,cacera bhai,mameri bahan,mameri bahan,phupheri bahan,dīdī,mɔseri bahan,bhāī,cacera bhai,bahan,mɔsera bhai,choṭā bhāī,mamera bhai,mamera bhai,mɔseri bahan,cacera bhai,cacera bhai,dīdī,mamera bhai,caceri bahan,mamera bhai,mɔsera bhai,phuphera bhai,baṛa bhai,mameri bahan,cacera bhai,caceri bahan,phupheri bahan,phupheri bahan,buā,tāū,cācā,buā,buā,tāū,bāp,māmā,bāp,māmā,mausī,mausī,mausī,mausī,mātā,mātā,mausī,mausī,māmā,tāū,buā,cācā,māmā,māmā,tāū,buā,māmā,buā
225,0.4365054814068656,1.8574542936650011,1.4209488122581355,bhāī,mɔseri bahan,mamera bhai,cacera bhai,cacera bhai,cacera bhai,phuphera bhai,phupheri bahan,mamera bhai,baṛa bhai,choṭī bhan,cacera bhai,phupheri bahan,mameri bahan,mɔseri bahan,mɔseri bahan,mamera bhai,caceri bahan,dīdī,mɔseri bahan,mameri bahan,mameri bahan,phupheri bahan,mamera bhai,phupheri bahan,mameri bahan,cacera bhai,mameri bahan,mameri bahan,phuphera bhai,phupheri bahan,cacera bhai,mɔseri bahan,caceri bahan,mameri bahan,bahan,phupheri bahan,mamera bhai,choṭī bhan,phuphera bhai,cacera bhai,mamera bhai,phupheri bahan,caceri bahan,caceri bahan,caceri bahan,mɔsera bhai,mɔsera bhai,phuphera bhai,mɔseri bahan,cacera bhai,cacera bhai,mamera bhai,mameri bahan,dīdī,mɔseri bahan,mameri bahan,cacera bhai,phuphera bhai,mɔseri bahan,mamera bhai,caceri bahan,caceri bahan,baṛa bhai,caceri bahan,phuphera bhai,choṭā bhāī,mɔsera bhai,mamera bhai,mɔsera bhai,caceri bahan,bahan,phupheri bahan,phupheri bahan,mɔsera bhai,phuphera bhai,mɔsera bhai,phuphera bhai,phuphera bhai,mɔsera bhai,phupheri bahan,bhāī,mɔseri bahan,mɔseri bahan,mameri bahan,mamera bhai,mɔsera bhai,mɔsera bhai,phuphera bhai,choṭā bhāī,māmā,cācā,tāū,mausī,bāp,mātā,māmā,māmā,tāū,mātā,mausī,bāp,māmā,mausī,mausī,buā,tāū,mausī,buā,buā,tāū,buā,cācā,māmā,buā,buā,māmā,mausī
226,0.4539302254456721,1.804258522580543,1.350328297134871,cacera bhai,cacera bhai,mɔsera bhai,mamera bhai,phupheri bahan,mɔseri bahan,choṭā bhāī,mɔsera bhai,mɔseri bahan,mɔsera bhai,mameri bahan,mamera bhai,caceri bahan,phuphera bhai,phuphera bhai,mɔseri bahan,phupheri bahan,choṭī bhan,phupheri bahan,baṛa bhai,mamera bhai,mameri bahan,phupheri bahan,mɔseri bahan,bhāī,choṭī bhan,phuphera bhai,mameri bahan,mameri bahan,mameri bahan,mɔsera bhai,caceri bahan,mɔseri bahan,phuphera bhai,bahan,phupheri bahan,caceri bahan,caceri bahan,phuphera bhai,mamera bhai,cacera bhai,cacera bhai,bahan,caceri bahan,phuphera bhai,phuphera bhai,cacera bhai,cacera bhai,mameri bahan,cacera bhai,phuphera bhai,dīdī,mɔseri bahan,bhāī,mɔsera bhai,cacera bhai,caceri bahan,caceri bahan,mameri bahan,mɔsera bhai,mamera bhai,mameri bahan,mamera bhai,dīdī,mɔseri bahan,phupheri bahan,choṭā bhāī,phupheri bahan,mamera bhai,mamera bhai,baṛa bhai,mɔsera bhai,phupheri bahan,phupheri bahan,mɔseri bahan,mɔsera bhai,cacera bhai,mamera bhai,caceri bahan,phupheri bahan,cacera bhai,mamera bhai,mɔseri bahan,phuphera bhai,phuphera bhai,mɔsera bhai,mɔseri bahan,mameri bahan,caceri bahan,mameri bahan,māmā,tāū,mausī,buā,māmā,buā,cācā,tāū,mātā,tāū,cācā,buā,buā,mausī,mātā,buā,buā,mausī,bāp,māmā,bāp,mausī,māmā,mausī,tāū,māmā,mausī,māmā
227,0.5310216704482098,1.8028632051354496,1.2718415346872398,mɔseri bahan,caceri bahan,phupheri bahan,phupheri bahan,caceri bahan,phuphera bhai,phupheri bahan,phupheri bahan,mamera bhai,mɔseri bahan,phupheri bahan,phuphera bhai,mameri bahan,mɔsera bhai,cacera bhai,phupheri bahan,cacera bhai,cacera bhai,bahan,mamera bhai,phuphera bhai,mameri bahan,mamera bhai,mɔsera bhai,cacera bhai,bhāī,mameri bahan,phuphera bhai,mameri bahan,dīdī,mameri bahan,mɔseri bahan,cacera bhai,mɔsera bhai,phupheri bahan,mameri bahan,dīdī,choṭā bhāī,mɔseri bahan,mamera bhai,mɔsera bhai,caceri bahan,mamera bhai,baṛa bhai,mamera bhai,phuphera bhai,choṭā bhāī,caceri bahan,mameri bahan,mameri bahan,mameri bahan,phuphera bhai,mɔseri bahan,mameri bahan,mɔseri bahan,phuphera bhai,mɔsera bhai,bahan,mɔsera bhai,baṛa bhai,mamera bhai,mɔseri bahan,mɔsera bhai,mɔseri bahan,mamera bhai,cacera bhai,phuphera bhai,bhāī,mɔsera bhai,cacera bhai,cacera bhai,cacera bhai,mɔseri bahan,phuphera bhai,mamera bhai,mɔsera bhai,phupheri bahan,caceri bahan,choṭī bhan,caceri bahan,caceri bahan,choṭī bhan,phupheri bahan,caceri bahan,caceri bahan,mɔseri bahan,phupheri bahan,phuphera bhai,cacera bhai,mamera bhai,buā,buā,mausī,cācā,bāp,mausī,bāp,mausī,buā,māmā,māmā,cācā,mausī,tāū,mātā,māmā,mausī,tāū,māmā,mātā,tāū,buā,buā,buā,mausī,māmā,tāū,māmā
228,0.5139045954815877,1.7990317316601812,1.2851271361785934,mamera bhai,cacera bhai,mɔsera bhai,cacera bhai,mɔsera bhai,mɔseri bahan,mɔseri bahan,phupheri bahan,mɔsera bhai,phuphera bhai,cacera bhai,phupheri bahan,mɔsera bhai,mɔseri bahan,mamera bhai,baṛa bhai,mɔsera bhai,bahan,dīdī,mameri bahan,phupheri bahan,baṛa bhai,mɔseri bahan,mameri bahan,mameri bahan,bahan,cacera bhai,mameri bahan,phuphera bhai,mameri bahan,phupheri bahan,mɔsera bhai,caceri bahan,mɔsera bhai,choṭā bhāī,choṭā bhāī,mamera bhai,phuphera bhai,mɔsera bhai,mamera bhai,caceri bahan,mameri bahan,mamera bhai,caceri bahan,cacera bhai,caceri bahan,phupheri bahan,mɔseri bahan,phupheri bahan,mɔseri bahan,dīdī,choṭī bhan,caceri bahan,mamera bhai,cacera bhai,mamera bhai,mɔseri bahan,phupheri bahan,mameri bahan,phuphera bhai,phupheri bahan,caceri bahan,mɔseri bahan,cacera bhai,caceri bahan,phupheri bahan,caceri bahan,phuphera bhai,bhāī,mɔseri bahan,cacera bhai,choṭī bhan,phuphera bhai,caceri bahan,mameri bahan,phuphera bhai,phuphera bhai,phupheri bahan,phuphera bhai,bhāī,mameri bahan,mamera bhai,phuphera bhai,mameri bahan,cacera bhai,cacera bhai,mɔseri bahan,mamera bhai,mɔsera bhai,mamera bhai,buā,mausī,tāū,tāū,māmā,mausī,cācā,bāp,mausī,mausī,māmā,mātā,mausī,māmā,māmā,buā,mausī,māmā,tāū,tāū,cācā,buā,buā,buā,bāp,buā,mātā,māmā
229,0.44882353900069183,1.7767099066182657,1.3278863676175738,phupheri bahan,phuphera bhai,cacera bhai,bahan,baṛa bhai,mamera bhai,mɔseri bahan,phuphera bhai,mɔsera bhai,cacera bhai,mamera bhai,mameri bahan,mɔsera bhai,phupheri bahan,mɔseri bahan,mamera bhai,phuphera bhai,caceri bahan,cacera bhai,choṭā bhāī,mameri bahan,mɔsera bhai,phuphera bhai,phupheri bahan,choṭī bhan,mɔsera bhai,mamera bhai,phupheri bahan,mamera bhai,mɔseri bahan,mɔseri bahan,mameri bahan,mamera bhai,mamera bhai,cacera bhai,mɔseri bahan,caceri bahan,phuphera bhai,caceri bahan,mɔseri bahan,choṭā bhāī,bhāī,cacera bhai,baṛa bhai,mameri bahan,mameri bahan,mɔsera bhai,cacera bhai,caceri bahan,mameri bahan,mamera bhai,bhāī,choṭī bhan,mɔsera bhai,mɔseri bahan,bahan,caceri bahan,cacera bhai,caceri bahan,mɔseri bahan,caceri bahan,mameri bahan,mameri bahan,mameri bahan,mɔseri bahan,caceri bahan,cacera bhai,mamera bhai,phupheri bahan,mɔsera bhai,phuphera bhai,cacera bhai,phuphera bhai,caceri bahan,cacera bhai,mamera bhai,phupheri bahan,phupheri bahan,phupheri bahan,phupheri bahan,phupheri bahan,phuphera bhai,phuphera bhai,dīdī,mɔsera bhai,dīdī,mɔsera bhai,mɔseri bahan,mameri bahan,phuphera bhai,mausī,mausī,buā,māmā,bāp,bāp,tāū,cācā,mausī,tāū,mātā,māmā,buā,māmā,mausī,māmā,māmā,buā,buā,mātā,tāū,cācā,buā,buā,mausī,tāū,māmā,mausī
230,0.48668319017776995,1.7695869765888914,1.2829037864111215,phuphera bhai,bhāī,mameri bahan,mameri bahan,mamera bhai,cacera bhai,mɔseri bahan,mamera bhai,phuphera bhai,mɔseri bahan,caceri bahan,mamera bhai,dīdī,mɔsera bhai,choṭā bhāī,choṭā bhāī,phupheri bahan,cacera bhai,mɔsera bhai,mamera bhai,baṛa bhai,cacera bhai,mɔseri bahan,cacera bhai,mameri bahan,phuphera bhai,mɔsera bhai,mɔsera bhai,mameri bahan,mɔseri bahan,phupheri bahan,phuphera bhai,mɔsera bhai,mɔseri bahan,cacera bhai,baṛa bhai,phuphera bhai,dīdī,choṭī bhan,phupheri bahan,caceri bahan,caceri bahan,mamera bhai,cacera bhai,caceri bahan,mameri bahan,bhāī,mamera bhai,cacera bhai,mamera bhai,phupheri bahan,mɔsera bhai,phupheri bahan,cacera bhai,mameri bahan,phuphera bhai,phupheri bahan,mamera bhai,caceri bahan,phupheri bahan,mɔsera bhai,mɔseri bahan,phupheri bahan,phuphera bhai,mɔseri bahan,caceri bahan,phuphera bhai,mɔseri bahan,cacera bhai,mɔsera bhai,caceri bahan,phupheri bahan,phupheri bahan,mameri bahan,mameri bahan,phuphera bhai,bahan,mamera bhai,mɔseri bahan,mamera bhai,mɔseri bahan,bahan,cacera bhai,caceri bahan,phuphera bhai,mɔsera bhai,choṭī bhan,mameri bahan,mameri bahan,caceri bahan,tāū,māmā,māmā,mātā,bāp,tāū,mātā,buā,cācā,māmā,māmā,buā,cācā,mausī,tāū,bāp,mausī,mausī,buā,tāū,buā,mausī,buā,māmā,māmā,buā,mausī,mausī
231,0.5142656246707864,1.8939969914127277,1.3797313667419413,mɔseri bahan,caceri bahan,mameri bahan,cacera bhai,mɔsera bhai,mɔsera bhai,phupheri bahan,mameri bahan,mɔsera bhai,dīdī,mɔsera bhai,mɔsera bhai,phuphera bhai,mɔseri bahan,mɔseri bahan,choṭā bhāī,bhāī,phuphera bhai,caceri bahan,mɔseri bahan,mɔsera bhai,mamera bhai,phupheri bahan,mamera bhai,choṭī bhan,phupheri bahan,phuphera bhai,mamera bhai,phuphera bhai,cacera bhai,cacera bhai,phupheri bahan,caceri bahan,mamera bhai,baṛa bhai,mɔseri bahan,mɔsera bhai,phuphera bhai,mameri bahan,mɔseri bahan,mamera bhai,cacera bhai,mɔseri bahan,mamera bhai,mɔsera bhai,mamera bhai,phupheri bahan,mameri bahan,caceri bahan,mameri bahan,caceri bahan,caceri bahan,baṛa bhai,phupheri bahan,phupheri bahan,choṭī bhan,mameri bahan,cacera bhai,dīdī,mameri bahan,mameri bahan,caceri bahan,phupheri bahan,caceri bahan,cacera bhai,caceri bahan,cacera bhai,phuphera bhai,mɔseri bahan,cacera bhai,cacera bhai,phupheri bahan,bahan,mɔsera bhai,phuphera bhai,phuphera bhai,mamera bhai,mameri bahan,mamera bhai,mameri bahan,phuphera bhai,mɔseri bahan,mamera bhai,bhāī,phuphera bhai,mɔseri bahan,bahan,cacera bhai,choṭā bhāī,phupheri bahan,tāū,māmā,mātā,māmā,buā,buā,mātā,buā,buā,māmā,tāū,cācā,buā,māmā,buā,mausī,bāp,mausī,tāū,tāū,mausī,māmā,cācā,bāp,mausī,mausī,mausī,māmā
232,0.3781725659322246,1.8583785030818816,1.480205937149657,mamera bhai,mɔsera bhai,cacera bhai,mameri bahan,caceri bahan,phupheri bahan,phuphera bhai,caceri bahan,mamera bhai,phuphera bhai,mamera bhai,mamera bhai,mameri bahan,mamera bhai,cacera bhai,cacera bhai,caceri bahan,mɔseri bahan,cacera bhai,mɔseri bahan,mɔsera bhai,caceri bahan,mamera bhai,cacera bhai,phuphera bhai,caceri bahan,mamera bhai,mameri bahan,mɔseri bahan,caceri bahan,baṛa bhai,mɔseri bahan,cacera bhai,phuphera bhai,phupheri bahan,mameri bahan,bhāī,bhāī,choṭī bhan,mɔsera bhai,mɔseri bahan,cacera bhai,phupheri bahan,mɔsera bhai,mameri bahan,mɔsera bhai,mɔsera bhai,bahan,mameri bahan,phuphera bhai,dīdī,mamera bhai,phuphera bhai,phupheri bahan,mɔseri bahan,choṭā bhāī,phupheri bahan,phuphera bhai,cacera bhai,mɔseri bahan,phupheri bahan,phupheri bahan,caceri bahan,choṭī bhan,phupheri bahan,mɔseri bahan,phuphera bhai,baṛa bhai,mameri bahan,phuphera bhai,mɔseri bahan,mameri bahan,dīdī,mɔseri bahan,caceri bahan,mɔsera bhai,cacera bhai,mɔsera bhai,phuphera bhai,bahan,mameri bahan,mamera bhai,phupheri bahan,cacera bhai,mɔsera bhai,choṭā bhāī,mamera bhai,mameri bahan,phupheri bahan,caceri bahan,mausī,māmā,bāp,mātā,māmā,māmā,buā,mausī,mausī,māmā,buā,mātā,cācā,mausī,mausī,tāū,buā,buā,tāū,tāū,buā,māmā,bāp,cācā,tāū,mausī,māmā,buā
